headline,clickbait,clickbaitNoise
"Airbus, Orders in Hand, Finds Reasons to Be Upbeat",0,0.05
This Photographer Celebrates The Diversity Of Black Hair With An Adorable Photo Series,1,0.95
Unicef: African children orphaned by AIDS could top 18 million,0,0.05
Which Luke Skywalker Are You,1,0.95
17 Things That Changed Our Sex Lives In 2015,1,0.95
8 Things You Need To Know About Gabriel Iglesias And His Weight Loss,1,0.95
When Air Time Is Playtime,0,0.05
Explosion sinks Indian Navy submarine,0,0.05
24 Reasons To Add Tattoos To Your Wedding,1,0.95
How To Make A Chicken Tender Like A Fucking Adult,1,0.95
17 Times Tumblr Made Us Laugh About Thanksgiving,1,0.95
Australian Police alerted to child-sex claims at St Stanislaus in 1997,0,0.05
Taliban in Pakistan captures convoy bound for NATO troops,0,0.05
Ants Adjust Foraging So the Colony Eats Right,0,0.05
48 Books You Need To Read In Your 30s,1,0.95
25 Mildly Irritating Things That Drive Introverts Crazy,1,0.95
Synagogue Restored at Eastern State Prison in Philadelphia,0,0.05
Pakistan civilian government unites in a coalition to impeach President Pervez Musharraf,0,0.05
"The Economy Is Bad, but 1982 Was Worse",0,0.05
Former rugby union commentator Bill McLaren dies at age 86,0,0.05
Soyuz TMA-11 spacecraft lands,0,0.05
21 Pictures That Sum Up The End Of The Semester,1,0.95
BBC spends £3.4m on sell-off,0,0.05
"Emily Kinney Took Our ""What Kind Of Coffee Are You?"" Quiz",1,0.95
Are You More Sally Or Jack Skellington,1,0.95
A Gorilla Looked On As A Guy Went Through Pics On His Phone,1,0.95
Who Said It: Cookie Monster Or Cookie Lyon,1,0.95
19 People Who Prove Rainbow Eyebrows Are Insanely Gorgeous,1,0.95
Intel Shifts Image Advertising to a Smaller Agency,0,0.05
All major American TV networks show charity concert for Katrina victims,0,0.05
Joe Jonas Has Blue Hair Now,1,0.95
20-Minute Chicken Recipes To Add Your Arsenal,1,0.95
24 Sounds That Will Take You Back To 2004,1,0.95
Jesse Jackson apologizes for comment about Barack Obama,0,0.05
Law will delay University of Minnesota strike,0,0.05
What Happens When Girls Do Each Other's Makeup,1,0.95
"How Well Do You Know The ""Pretty Little Liars"" Theme Song",1,0.95
Team formed to investigate suspicious Pakistan PNSC office fire,0,0.05
Which Very Nervous Baseball Fan Are You,1,0.95
Where's The Best Place You've Ever Celebrated New Year's In The U.S,1,0.95
Chinese astronaut walks in space,0,0.05
We Know Your Eye Color Based On Your Favorite Daenerys Targaryen Look,1,0.95
Wrestling With Ghosts of Colonialism,0,0.05
Israel sets 36 hour ultimatum for Hamas,0,0.05
15 Reasons Papa Pope Would Be The Perfect Professor At A Black College,1,0.95
State-Run China Daily Points to Detention Center Abuses,0,0.05
Queen Elizabeth visits Turkey,0,0.05
Prices at the pump spike overnight in U.S.,0,0.05
48 Things Women Hear In A Lifetime That Men Just Don't,1,0.95
23 Soccer Players Who Forgot How To Human,1,0.95
What Sport Would You Compete In During The Olympics,1,0.95
Local elections held in Croatia,0,0.05
21 Grandmas Who Have Zero Fucking Filter,1,0.95
A City Adds a String of Arsons to Its List of Troubles,0,0.05
Prince (27 Points) and Scarlet Knights Turn Back No. 2 Seed,0,0.05
18 Genius Ways To Eat Cheese For Every Meal,1,0.95
"I'm An Immigrant, But I'm Not",1,0.95
"Lauren, Tom Hanks Found Your Fordham University Student ID",1,0.95
Venezuela bans Coke Zero over unspecified health problems,0,0.05
Ed Sheeran Has Revealed His Very Good Reason For Becoming A Musician,1,0.95
A Plant That Thrives When Used as a Toilet,0,0.05
This Is How You Veggie Burger,1,0.95
There's A Lot Missing From Johnny Depp And Tom Hardy's Gangster Movies,1,0.95
Main UN compound in Gaza shelled with 'white phosphorus',0,0.05
"Cadillac unveils Obama's 'Beast', the 2009 Presidential State Car",0,0.05
How I Learned To Celebrate Eid Al Adha In America,1,0.95
Helen Alfredsson Shoots 62 to Set Sybase Record,0,0.05
Beleaguered British Columbia Premier resigns,0,0.05
21 Times Roseanne Conner Was Basically All Of Us,1,0.95
Papua New Guinea Culture and Tourism minister charged with attempted murder,0,0.05
"I Ate My Way Through The Japanese Menus For McDonald's, Burger King, And KFC",1,0.95
17 Very Real Struggles Of Christmas With Divorced Parents,1,0.95
"N.B.A. Players Union Backs Tinsley, Possibly Setting Precedent",0,0.05
21 Moments When You Actually Appreciate The Little Things,1,0.95
"The First Lady, in Ivory and Vivid Yellow, Tells a Story With Fashion",0,0.05
Protesters rally in Beirut,0,0.05
19 Ridiculous Wi-Fi Names That Have Been Spotted In The Wild,1,0.95
18 Animals So Weird They're Probably Fake,1,0.95
Golf: Ángel Cabrera wins 2009 Masters Tournament,0,0.05
"Which ""Friday Night Lights"" Guy Are You",1,0.95
15 Emojis That All Women Will Appreciate,1,0.95
17 Valentine's Day Cards Full Of Hot Love And Emotion,1,0.95
The Rock Just Won Christmas By Making These Girls' Dreams Come True,1,0.95
"Vestas plant in Newport, England shuts down",0,0.05
11 Ingenious Yet Completely Illegal Italian Inventions,1,0.95
TD Financial to acquire Hudson United Bancorp,0,0.05
17 Pictures Short Girls Will Never Understand,1,0.95
9 Times Ranbir Kapoor And Katrina Kaif Gave Us Relationship Goals In 2015,1,0.95
A Man Allegedly Threw Semen At This Woman While She Was On Her Way To Work,1,0.95
An Unusual Appearance at the Big Clock,0,0.05
"20,000 Poles demonstrate on the streets of Warsaw",0,0.05
47 Hacks People With ADD/ADHD Use To Stay On Track,1,0.95
Togo opposition wants election delayed,0,0.05
"Damn, The Insides Of Indian Trains Are About To Change Completely",1,0.95
We Know Your Relationship Status Based On Your Zodiac Sign,1,0.95
Allied WWII spy Nancy Wake dies aged 98,0,0.05
18 Ultra-Personalized Gifts To Keep For Yourself,1,0.95
An Arms Dealer Is Sentenced to 30 Years in a Scheme to Sell Weapons to Terrorists,0,0.05
"A Young George Clooney Almost Got Brad Pitt's Part In ""Thelma And Louise""",1,0.95
Miss California USA Will Keep Her Title,0,0.05
17 Roommates Who Can't Wait To Move Out,1,0.95
Watch These Darling Kitten Siblings Get Confused By Their Cones,1,0.95
Keeping the News Crawl Running During Ad Breaks,0,0.05
"OMG, Tina Fey And Amy Poehler's Movie ""Sisters"" Has A New Poster",1,0.95
17 Kitchen Cheat Sheets You Should Know About,1,0.95
17 Mouthwatering Foods You Need To Eat For Lunar New Year,1,0.95
"With Late Push, Johnson Edges Hamlin at Martinsville",0,0.05
21 Struggles People Who Aren't Messy Will Never Get,1,0.95
"Body found in Cradle Mountain, Tasmania, Australia",0,0.05
New gambling review could jeopardize UK's 'supercasino' plans,0,0.05
Treasury Said to Raise Offer to Chrysler Lenders,0,0.05
Cutting Those Carry-Ons Down to Size,0,0.05
21 People On The One Thing They'd Change About Hollywood,1,0.95
Can You Pick The Right Roommate,1,0.95
Are You More Like Queen Cersei Or Queen Margaery,1,0.95
54 Leather Bags That Are Actual Leather And Actually Affordable,1,0.95
Can You Answer These Basic Questions About Michigan,1,0.95
Foliage Field Guides for Cellphones,0,0.05
McDonald Named Chief Executive at Procter & Gamble,0,0.05
Ice Hockey: Claude Giroux scores overtime goal to lift Flyers to victory in Game 3 of the 2010 Stanley Cup Finals,0,0.05
MGM Mirage and Dubai World Near an Agreement,0,0.05
We Know How You'll Embarrass Yourself Today Based On Your Zodiac,1,0.95
14 Green Smoothies For People Who Can Still Taste The Kale,1,0.95
29 Fairytale Places To Visit In Finland That Aren't Helsinki,1,0.95
China and Russia sign trade deals worth US$3.5 billion,0,0.05
BMW Cuts Jobs at Plant That Makes the Mini,0,0.05
A Bengaluru Hotel Took Underprivileged Kids On A Tour Of The City As A Christmas Surprise,1,0.95
15 New Words Added To The Dictionary Today,1,0.95
"Climate Bill Clears Hurdle, but Others Remain",0,0.05
"Police kill gunman in London, England",0,0.05
Australia celebrates Australia Day 2009,0,0.05
Australian Federal Police say Wikileaks committed no crime,0,0.05
"Meth use now USA's top drug problem, survey finds",0,0.05
People Are Disappointed By Kanye's Slut-Shaming Of Amber Rose,1,0.95
Comedy's Next Great Leading Man,1,0.95
21 Cheap And Easy Decorating Tricks For Renters,1,0.95
Here's How To Recover From A Fall Like A Supermodel,1,0.95
People Are Pissed Old Navy Is Selling These Baby Shirts,1,0.95
New prince is born in Norway,0,0.05
"Leipheimer Drops in Giro, but It Could Have Been Worse",0,0.05
17 Photos That Will Absolutely Infuriate Canadians,1,0.95
17 Things Confident Plus-Size Women Have To Deal With,1,0.95
18 Things Only People Who Believe In Astrology Will Understand,1,0.95
Niall Horan's New Glasses Are Causing Everyone To Lose Their Damn Minds,1,0.95
19 Pictures Of Dogs In Very Embarrassing Situations,1,0.95
"What's The Unluckiest, Weirdest Or Stupidest Way You've Failed Your Driving Test",1,0.95
We Know Who Your Celebrity Boyfriend Should Be Based On One Question,1,0.95
Why I Hate Camping,1,0.95
Spike Lee's New Film Sticks Women With The Responsibility To End Violence,1,0.95
"Downing Street Memo forum to be held June 16th in response to petition of 500,000",0,0.05
Which Pie Matches Your Zodiac Sign,1,0.95
Net Worth of Families Declines Sharply,0,0.05
22 Little Things Teenage Girls Were Obsessed With Doing In 2004,1,0.95
"Five-year-old girl dies after car crashes into river in Worcestershire, England",0,0.05
11 Classic Movie Lines From Alan Rickman,1,0.95
"FedEx cargo jet crashes in Narita, burns",0,0.05
17 Cute Halloween Makeup Tutorials That Got Way Too Creepy,1,0.95
Singles Try To Explain Cuffing Season,1,0.95
United Nations passes Declaration on human cloning,0,0.05
This Dying Man Got To See His Beloved Horse One Last Time,1,0.95
Here Are The 2015 National Book Foundation 5 Under 35 Honorees,1,0.95
When You Always Say The Wrong Thing,1,0.95
21 Incredibly Laid-Back Dump Dinners That Are Tasty AF,1,0.95
We Know Which Country You're Going To Die In Based On One Question,1,0.95
Wikinews interviews U.S. Libertarian Party potential presidential candidate R.J. Harris,0,0.05
16 Moments Everyone Has When Bringing Your Significant Other Home To Meet Your Family,1,0.95
What Does Your Blood Type Say About Your Personality,1,0.95
Google mistakenly collects private data from Wi-Fi networks,0,0.05
"Adele Wants To Do A Remix Of ""Hotline Bling"" With Drake",1,0.95
"Can You Match The ""Gilmore Girls"" Season 1 Character To The Quote",1,0.95
JPMorgan pays $2.6 billion in Madoff case,0,0.05
24 Things You'll Understand If You Think Working Out Is The Worst,1,0.95
Joseph Kabila declared winner of Congo Presidential election,0,0.05
Philippine commission holds retired general responsible for killings,0,0.05
"19 Times ""She's The Man"" Was The Funniest Movie Ever",1,0.95
Wikileaks claims news organisations pressured to remove articles on billionaire fraudster,0,0.05
Coptic Christians select their 118th pope,0,0.05
E.U. Threat to Banks Lacks Teeth,0,0.05
Russian reverse engineers Skype; uploads source to public,0,0.05
"Here's Why Your Period Is Late, Missing, Or Weird",1,0.95
5 Great Books To Read In February,1,0.95
"Can You Identify A Show By Looking At An Old ""TV Guide"" Cover",1,0.95
John Oliver Sums Up Hollywood Whitewashing,1,0.95
Just A Reminder That Keira Knightley Used To Dress Like This,1,0.95
13 Fun Activities You May Technically Be Able To Do On Mars,1,0.95
"A Designer Store Told A Woman To ""Go To The Gym"" When She Asked For A Ghagra In Her Size",1,0.95
"Hertfordshire, England police arrest armed suspect after stand-off",0,0.05
"Which Character From ""Uta No Prince-Sama"" Are You",1,0.95
Fans Try Harry Potter Lipsticks,1,0.95
23 Things That Happen When You're The Last Single Friend,1,0.95
Crime in New Orleans sharply increases after Hurricane Katrina,0,0.05
21 Times The Mall Failed So Hard It Just Failed,1,0.95
"Judge demands better conditions in Maricopa County Jail, Arizona; both sides claim victory",0,0.05
Holy Moly This Is The Most Polite And Canadian Crowd Celebration Ever,1,0.95
A Day of New Beginnings for Michelle Obama and Her Daughters,0,0.05
Pigskin A Blanket: NFL Divisional Round Picks,1,0.95
Can You Survive 30 Seconds Looking At These Really Hot Shirtless Hairy Chested Guys,1,0.95
"Which ""Shameless"" Character Are You Based On Your Zodiac Sign",1,0.95
27 Things For People Who Have Run Out Of Fucks To Give,1,0.95
"Large Hadron Collider damaged, to be shut down for repairs",0,0.05
Woman's body found in home of Papua New Guinea leader,0,0.05
Nathalie Carpanedo finishes wild card run at 2013 IPC Alpine World Championships,0,0.05
Canadians: Can You Tell If This Photo Was Taken In The Afternoon Or At Night,1,0.95
What Will 2016 Look Like For Your Favorite Celebs,1,0.95
This Might Be The Most Underrated Man On Earth,1,0.95
U.N. reports Afghan opium production is up again,0,0.05
21 Disney GIFs That'll Ruin Your Whole Entire Childhood,1,0.95
Armed conflicts in the world down by 40% since early 1990s,0,0.05
You Can Finally Get Rid Of Your iPhone's Dumb Default Apps,1,0.95
"UEFA Champions League: April 9, 2008",0,0.05
Phillies Pitchers of Old Revel in Past and Present,0,0.05
"Marathon runner addresses Toronto, bringing attention to autism",0,0.05
EU observers: up to one fourth of votes in Afghan election suspicious,0,0.05
Is This A Real Florida News Headline Or Something I Made Up,1,0.95
19 People You Know Are Definitely Dead Now,1,0.95
This Amazing Wine Glass Makes You Look As Drunk As You Feel,1,0.95
18 Ideas For A Badass Halloween Wedding,1,0.95
19 '00s Teen Movies Summed Up In One Sentence,1,0.95
Kerry Washington Was Accused Of Cultural Appropriation And Reacted In The Best Way,1,0.95
At least 29 dead after bombings in Iraq,0,0.05
Can Americans Pass The UK Driving Test,1,0.95
"Afghan policeman opens fire on US troops, kills two",0,0.05
What Your Crush Thinks Of You Based On One Question,1,0.95
Court of Appeal upholds Ontario's talks with Caledonia,0,0.05
This Restaurant Has Been Selling Sandwiches Named After Alleged Rapists And Violent Men,1,0.95
"Back Service Personnel, First Lady Asks Nation",0,0.05
'Unfounded and unsubstantiated': London policemen cleared of beating Muslim,0,0.05
Who Should Be Your First Celebrity Boyfriend,1,0.95
Yemeni troops search for missing hostages,0,0.05
15 Insanely Delicious Pumpkin Beverages To Try This Fall,1,0.95
"Two men found guilty of murder of shop owner in West Yorkshire, England",0,0.05
The 37 Punniest Tweets Of 2015,1,0.95
22 Christmas Photos That Are Too Real For Mexicans,1,0.95
17 Cats Really Loving The Cat Nip,1,0.95
Are You Team Haleb Or Team Spaleb,1,0.95
Fernando Alonso wins 2008 Singapore Grand Prix,0,0.05
North Korea wants light-water reactors,0,0.05
23 Historic Pictures From The Macy's Thanksgiving Day Parade,1,0.95
"The Entire ""Street Fighter V"" Cast Ranked By Design",1,0.95
"I Can't Stop Laughing At This Tweet About Kajol, Come Laugh With Me",1,0.95
9 Ways To Save Your Sanity On The Wednesday Before Thanksgiving,1,0.95
21 Pictures That Will Make You Die A Little Inside,1,0.95
20 Times Teens Were Totally Out Of Control In 2015,1,0.95
Raymond van Barneveld wins PDC World Darts Championship,0,0.05
Obama Promises to Trim Federal Fat,0,0.05
MV Sirius Star oil tanker released by pirates,0,0.05
British People Try American Candy For The First Time,1,0.95
18 Confessions About Pubic Hair That Will Surprise You,1,0.95
13 Of The Most Random Christmas Rap Songs Ever,1,0.95
Camel Rock Festival held in Scilly,0,0.05
Axe Puts Its Brand on the Hamptons Club Scene,0,0.05
Vin Diesel Shut Down Body Shamers With A Single Instagram,1,0.95
"Baldwin, Seymour among attendees at Oscar viewing party held by Children Uniting Nations",0,0.05
Fire Ravages Renowned Building in Beijing,0,0.05
What Are The Best Baby Products On Amazon,1,0.95
BuzzFeed Crossword: CelebriBabies,1,0.95
US House of Representatives passes health care bill,0,0.05
17 Websites To Visit When You're Bored Out Of Your Mind,1,0.95
"With Sanchez, Jets Add Some Charisma",0,0.05
23 Incredibly Disrespectful Things People Did To Food In 2015,1,0.95
